1 0.7051
1 0.9161
0 0.1264
0 0.1281
1 0.7418
1 0.8548
0 0.1759
0 0.2722
1 0.8129
1 0.8629
1 0.7949
0 0.1080
0 0.2775
0 0.2169
0 0.1626
0 0.0971
0 0.3263
0 0.3657
1 0.8651
0 0.1200
0 0.1446
1 0.7647
0 0.4342
0 0.1111
1 0.7566
1 0.8423
0 0.2675
1 0.8275
1 0.8321
1 0.8382
0 0.1504
1 0.8877
1 0.8907
1 0.7987
0 0.1975
1 0.9008
1 0.6267
1 0.8233
0 0.2729
0 0.1220
1 0.8542
1 0.8946
0 0.1421
1 0.8151
0 0.1161
0 0.1799
1 0.8185
1 0.9759
0 0.0816
0 0.1319
0 0.1382
0 0.1857
1 0.7971
1 0.9228
0 0.1046
1 0.9303
0 0.0913
1 0.9553
0 0.1355
1 0.8211
1 0.8848
0 0.2268
1 0.8058
0 0.2080
0 0.1520
0 0.2230
0 0.1549
0 0.1578
0 0.1270
1 0.7669
0 0.1914
1 0.8519
0 0.1504
1 0.7635
1 0.8896
0 0.1219
1 0.7645
1 0.8641
1 0.8096
1 0.5644
1 0.9538
0 0.1183
0 0.1873
0 0.2076
0 0.3218
0 0.2621
1 0.8307
0 0.0977
1 0.8588
1 0.9086
0 0.1505
1 0.9483
1 0.8709
0 0.2418
1 0.7927
1 0.7445
1 0.9676
0 0.1170
0 0.0633
0 0.0198
1 0.7283
1 0.8341
0 0.0911
0 0.1399
1 0.6721
0 0.0939
0 0.1572
0 0.1000
1 0.9097
1 0.7563
0 0.0691
0 0.1279
1 0.7088
1 0.7181
1 0.8232
1 0.8534
0 0.1864
0 0.1682
1 0.8708
1 0.6841
1 0.8582
0 0.1139
0 0.1421
0 0.1188
1 0.8131
0 0.1805
1 0.7665
1 0.8660
0 0.0162
0 0.0999
1 0.7896
0 0.0260
0 0.0938
1 0.8827
1 0.8819
0 0.1881
1 0.8689
1 0.8688
1 0.8489
0 0.1656
1 0.8962
0 0.3828
1 0.8472
0 0.2080
1 0.7204
1 0.7171
0 0.0985
0 0.1267
1 0.8922
1 0.7798
1 0.8775
1 0.8188
1 0.8642
0 0.1064
0 0.1343
0 0.1195
1 0.8288
1 0.9428
1 0.8554
0 0.1632
0 0.1087
0 0.1428
1 0.8083
1 0.8483
0 0.1784
1 0.8450
1 0.7641
1 0.7561
1 0.9220
0 0.1287
1 0.9081
1 0.9254
0 0.1481
0 0.1274
1 0.9896
0 0.1193
1 0.9117
0 0.2394
1 0.9689
0 0.2651
0 0.2416
1 0.9538
0 0.1071
1 0.9617
0 0.2183
1 0.8359
0 0.1485
1 0.7872
0 0.1336
0 0.2536
0 0.1308
1 0.8894
1 0.8915
1 0.7930
0 0.1441
1 0.8175
1 0.7188
1 0.8104
1 0.8048
0 0.1582
0 0.1282
1 0.8637
1 0.8909
0 0.0909
0 0.0173
0 0.1262
0 0.0935
1 0.8013
1 0.8941
0 0.1753
1 0.9105
1 0.7605
1 0.8375
1 0.8945
1 0.7598
0 0.1356
1 0.8686
1 0.8744
0 0.1275
0 0.1387
1 0.7418
0 0.2171
0 0.2106
0 0.4976
0 0.1516
1 0.8805
0 0.1086
1 0.7538
1 0.7959
1 0.8438
1 0.8665
0 0.1491
1 0.7912
1 0.7842
0 0.1046
1 0.9145
0 0.1396
0 0.1010
0 0.0495
1 0.8041
1 0.8402
1 0.7828
1 0.8759
0 0.2184
1 0.7429
1 0.8337
0 0.2302
1 0.9315
0 0.1550
0 0.1224
1 0.8020
0 0.1174
0 0.1346
0 0.0985
0 0.0993
1 0.4778
0 0.0368
1 0.9347
1 0.7247
0 0.1277
1 0.7390
1 0.6970
0 0.1771
1 0.6196
0 0.1363
0 0.2279
1 0.5922
1 0.8948
1 0.8242
0 0.1293
0 0.1710
0 0.1569
0 0.2947
0 0.1196
1 0.7783
0 0.0786
0 0.0211
1 0.7194
0 0.0016
1 0.7180
0 0.1467
1 0.8382
0 0.1437
1 0.7115
0 0.1695
0 0.1989
0 0.2463
0 0.1905
0 0.2538
1 0.8752
0 0.2154
0 0.3096
1 0.8303
1 0.8657
0 0.3630
0 0.2620
1 0.8772
1 0.8291
1 0.7261
0 0.1676
1 0.9091
1 0.8614
0 0.1432
1 0.8649
0 0.0059
0 0.1402
1 0.7660
0 0.2602
1 0.8390
1 0.8400
0 0.1493
0 0.1391
0 0.1962
1 0.9056
0 0.4651
0 0.2029
0 0.1674
1 1.0000
1 0.9051
0 0.2261
0 0.1995
1 0.9268
0 0.1179
1 0.7748
0 0.1344
1 0.8063
1 0.9515
0 0.1409
1 0.9191
1 0.7031
1 0.7607
0 0.1574
0 0.2659
1 0.8840
1 0.8353
1 0.8086
1 0.8402
1 0.8892
0 0.1298
1 0.7702
0 0.1452
1 0.8576
0 0.1460
0 0.1286
0 0.0693
1 0.8847
0 0.1111
0 0.1190
0 0.1149
1 0.8198
0 0.1475
0 0.1671
0 0.1124
0 0.2165
0 0.0751
1 0.7742
0 0.2338
1 0.8375
0 0.1131
0 0.1704
0 0.2683
1 0.9710
0 0.2283
1 0.9342
0 0.1099
0 0.1610
0 0.2881
1 0.9117
1 0.9582
1 0.9683
0 0.1492
0 0.1806
0 0.2933
1 0.6065
1 0.6851
1 0.7210
1 0.8342
1 0.6305
0 0.1709
1 0.6448
1 0.8459
0 0.1050
0 0.0977
1 0.7862
1 0.7783
1 0.8189
1 0.8197
0 0.1037
1 0.7285
0 0.0755
1 0.8616
0 0.1032
0 0.1799
1 0.9745
1 0.9038
0 0.3055
1 0.8937
1 0.8405
0 0.1917
0 0.1519
1 0.8416
1 0.8462
0 0.1771
1 0.9041
0 0.0909
1 0.7265
1 0.7855
0 0.2023
1 0.7695
1 0.8955
0 0.2524
1 0.7172
1 0.8560
1 0.8361
0 0.3517
1 0.7980
0 0.1313
0 0.0803
0 0.1271
0 0.1056
0 0.1059
0 0.0295
1 0.9252
1 0.7889
